index,id,date,involved_dead,involved_injured,danger_rating_level,danger_rating_text,location_name,location_longitude,location_latitude,day_of_year,daycount
25,6769,1993-07-16 22:00:00+00:00,0.0,10.0,0,not assigned,Hochgall - Rieserferner,12.43,47.025,16,1
26,6770,1993-12-17 23:00:00+00:00,0.0,0.0,0,not assigned,Palinkopf - Westl. der Schwarzen Wand,10.385,46.995,170,1
27,6771,1993-12-17 23:00:00+00:00,0.0,0.0,0,not assigned,Vennspitze - Valsertal,11.810001,47.105001,170,2
28,6772,1993-12-18 23:00:00+00:00,0.0,1.0,3,considerable,Zischgeles - ,11.005004,47.115004,171,1
29,6773,1993-12-21 23:00:00+00:00,0.0,2.0,4,high,Zischgeles - ,11.005005,47.115005,174,2
30,6774,1993-12-28 23:00:00+00:00,1.0,0.0,3,considerable,Langschneid - ,12.321427,46.906421,181,1
31,6775,1993-12-28 23:00:00+00:00,1.0,0.0,3,considerable,Rotkogel - Hochsölden,10.953631,46.96698,181,2
32,6776,1994-01-02 23:00:00+00:00,0.0,0.0,0,not assigned,Idalpe - Sonnenlift,10.385000999999999,46.995001,186,1
33,6777,1994-01-05 23:00:00+00:00,0.0,1.0,3,considerable,Ellmauer Tor - ,12.240001,47.390001,189,7
34,6778,1994-01-06 23:00:00+00:00,0.0,1.0,3,considerable,Griffjoch - Kreuzjöchl,11.645002,47.235002,190,2
35,6779,1994-01-14 23:00:00+00:00,0.0,0.0,0,not assigned,Schafseitenspitze - ,11.645002999999999,47.235003000000006,198,1
36,6780,1994-01-26 23:00:00+00:00,0.0,0.0,0,not assigned,Lazid - Komperdell,10.385002,46.995002,210,2
37,6781,1994-01-26 23:00:00+00:00,0.0,1.0,5,very high,Obere Scheid - ,10.385003,46.995003000000004,210,3
38,6782,1994-01-26 23:00:00+00:00,0.0,1.0,0,not assigned,Seegrube - Diretissima,11.260003,47.395003,210,4
39,6783,1994-01-28 23:00:00+00:00,0.0,0.0,0,not assigned,Große Paula - östl. Ortseingang,10.385003999999999,46.995003999999994,212,7
40,6784,1994-01-28 23:00:00+00:00,0.0,0.0,0,not assigned,Großtal - ca. 200m westl. vom Ortsende,10.385005,46.995005,212,8
41,6786,1994-01-29 23:00:00+00:00,0.0,1.0,3,considerable,Gampberg - Rendlgebiet,10.535001,47.270001,213,3
42,6787,1994-01-29 23:00:00+00:00,0.0,1.0,3,considerable,Roter Schrofen - Mittagskopf,11.005006,47.115006,213,4
43,6785,1994-01-29 23:00:00+00:00,1.0,2.0,3,considerable,Festkogelbahn - Stöcklseite,11.039359,46.874743,213,2
44,6788,1994-01-31 23:00:00+00:00,0.0,1.0,3,considerable,Kirchenkögele - ,10.985004,46.930004,215,3
45,6789,1994-02-15 23:00:00+00:00,1.0,0.0,2,moderate,Finstere Tal - ,12.673468,47.057552,230,2
46,6790,1994-03-04 23:00:00+00:00,0.0,0.0,0,not assigned,Eiskarspitze - Torspitze/Tuxer Voralpen,11.645004,47.235003999999996,247,4
47,6791,1994-03-06 23:00:00+00:00,0.0,4.0,3,considerable,Gschwezgrat - Nähe Franz-Senn-Hütte,11.005007,47.115007,249,2
48,6792,1994-03-08 23:00:00+00:00,0.0,0.0,0,not assigned,Velliltal - ,10.385006,46.995006,251,5
49,6793,1994-03-10 23:00:00+00:00,0.0,1.0,2,moderate,Sennjoch - Schlick,11.005008,47.115008,253,1
50,6794,1994-03-11 23:00:00+00:00,0.0,0.0,0,not assigned,Bueserkopf - ,10.985005000000001,46.930005,254,2
51,6795,1994-04-13 22:00:00+00:00,0.0,1.0,3,considerable,Guslarspitze - ,10.985006,46.930006,287,1
52,6796,1994-04-26 22:00:00+00:00,0.0,1.0,2,moderate,Großer Geiger - Großvenedigergruppe,12.430000999999999,47.025001,300,2
53,6797,1994-10-30 23:00:00+00:00,0.0,1.0,0,not assigned,Habicht - Gipfelregion,11.005009,47.115009,122,1
54,6798,1994-11-11 23:00:00+00:00,0.0,0.0,0,not assigned,Rettenbachferner - ,10.985007000000001,46.930007,134,1
55,6799,1994-11-12 23:00:00+00:00,0.0,0.0,0,not assigned,Pitztaler Jöchl - ,10.985008,46.930008,135,1
56,6800,1995-01-02 23:00:00+00:00,3.0,0.0,4,high,Schöngraben - Thörli/ Kapall,10.270961,47.148918,186,2
57,6801,1995-01-17 23:00:00+00:00,0.0,0.0,0,not assigned,Landstraße Ellbögen - nördl. von St. Peter,11.645005000000001,47.235005,201,1
58,6802,1995-01-18 23:00:00+00:00,0.0,1.0,0,not assigned,"Vals, Nr. 11 - ",11.810002,47.105002,202,2
59,6803,1995-01-21 23:00:00+00:00,0.0,0.0,0,not assigned,"""Kraspestal/ Bereich """"Zweite Zwinge- - Zwieselbacher Roßkogel",11.00501,47.11501,205,1
60,6804,1995-01-23 23:00:00+00:00,0.0,0.0,0,not assigned,Gerlosstraße - ,11.810003,47.105003,207,1
61,6805,1995-02-06 23:00:00+00:00,0.0,1.0,2,moderate,Hafelekar - Seilbahnrinne,11.260003999999999,47.395004,221,1
62,6806,1995-02-10 23:00:00+00:00,3.0,1.0,2,moderate,Scheibenspitze - Gipfelregion,11.572334,47.106255,225,2
63,6808,1995-02-17 23:00:00+00:00,1.0,0.0,2,moderate,Strindental - Strindenbachschlucht,10.567249,47.486994,232,10
64,6807,1995-02-17 23:00:00+00:00,0.0,0.0,0,not assigned,Mühlbachl - B182,11.645006,47.235006,232,9
65,6809,1995-02-24 23:00:00+00:00,0.0,0.0,0,not assigned,Namloser Landstraße - Lagga - Sprung,10.535002,47.270002000000005,239,9
66,6810,1995-02-26 23:00:00+00:00,0.0,0.0,0,not assigned,Freier Schiraum - ,10.385007,46.995007,241,3
67,6811,1995-02-26 23:00:00+00:00,0.0,0.0,0,not assigned,Hahnenkamm - Steinbergkogel,12.240002,47.390002,241,4
68,6812,1995-02-28 23:00:00+00:00,0.0,1.0,2,moderate,Silleskogel - westl. Schidepot,11.810004,47.105004,243,1
69,6813,1995-03-10 23:00:00+00:00,0.0,0.0,0,not assigned,Grünseehütte - ,12.430002,47.025002,253,2
70,6814,1995-03-21 23:00:00+00:00,1.0,0.0,4,high,Galzig - Zammermoos,10.220457000000001,47.13172,264,1
71,6815,1995-03-22 23:00:00+00:00,0.0,0.0,0,not assigned,Glungezer - Kleine Diretissima,11.645007000000001,47.235007,265,2
72,6816,1995-03-22 23:00:00+00:00,2.0,0.0,3,considerable,Zwieselbachjoch - ,11.039959,47.105990999999996,265,3
73,6817,1995-03-25 23:00:00+00:00,0.0,0.0,0,not assigned,Steißbachtal - ,10.535003,47.270003,268,4
74,6818,1995-03-30 22:00:00+00:00,2.0,0.0,3,considerable,Glungezer - Große Diretissima,11.520353,47.214109,273,4
75,6819,1995-04-11 22:00:00+00:00,0.0,0.0,0,not assigned,Vermunttal - Sedel,10.385008000000001,46.995008,285,2
76,6820,1995-04-21 22:00:00+00:00,0.0,1.0,3,considerable,Fernautal - Mutterbergalm,10.985009,46.930009000000005,295,1
77,6821,1995-05-23 22:00:00+00:00,2.0,0.0,0,not assigned,Ötztaler Wildspitze - unterhalb Nordflanke,10.871651,46.888869,327,1
78,6822,1995-05-23 22:00:00+00:00,0.0,0.0,0,not assigned,Stempeljoch - Stempelreisen,11.260005,47.395005,327,2
79,6823,1995-06-07 22:00:00+00:00,1.0,0.0,0,not assigned,Sulzkogel / Kühtai - ,11.012078,47.180698,342,1
80,6824,1995-11-25 23:00:00+00:00,1.0,0.0,0,not assigned,Hochtennboden - Axamer Lizum,11.283605999999999,47.178360999999995,148,1
81,6825,1995-12-13 23:00:00+00:00,2.0,0.0,2,moderate,Tobelfall - Grawa-Eisgarten,11.20237,47.013489,166,1
82,6826,1995-12-15 23:00:00+00:00,0.0,1.0,3,considerable,Freier Schiraum / Kühtai - Dreiseenlift,11.005011,47.115010999999996,168,1
83,6827,1995-12-21 23:00:00+00:00,1.0,0.0,3,considerable,Firschnitztal - Nahe Firschnitzscharte,12.454633,47.039512,174,3
84,6828,1995-12-25 23:00:00+00:00,0.0,0.0,0,not assigned,Palinkopf - Ostseite Palinkopfe,10.385009,46.995009,178,1
85,6829,1995-12-26 23:00:00+00:00,0.0,0.0,0,not assigned,Paggentobel - Galzig,10.535003999999999,47.270004,179,1
86,6831,1995-12-27 23:00:00+00:00,0.0,0.0,0,not assigned,Venetbahn - Bergstation,11.005011999999999,47.115012,180,2
87,6830,1995-12-27 23:00:00+00:00,0.0,0.0,0,not assigned,Grübelspitze - ,11.810005,47.105005,180,1
88,6832,1995-12-30 23:00:00+00:00,1.0,0.0,3,considerable,Gamshag - ,12.467412,47.364457,183,1
89,6833,1996-01-03 23:00:00+00:00,0.0,1.0,3,considerable,Fiegerhorn - Südflanke,12.430003,47.025003000000005,187,1
90,6835,1996-01-04 23:00:00+00:00,0.0,1.0,3,considerable,Rostizkogel - Riffelseegebiet,10.985011,46.930011,188,2
91,6834,1996-01-04 23:00:00+00:00,0.0,0.0,0,not assigned,Gaislachkogel - Wasserkar,10.98501,46.930009999999996,188,1
92,6836,1996-01-05 23:00:00+00:00,1.0,0.0,3,considerable,Greitspitze - ,10.327894,46.962123999999996,189,8
93,6837,1996-01-06 23:00:00+00:00,0.0,1.0,3,considerable,Vorderunnutz - Gipfelregion,12.165001,47.560001,190,3
94,6848,1996-02-17 23:00:00+00:00,0.0,1.0,3,considerable,Spiessnägel - ,12.240003,47.390003,232,20
95,6846,1996-02-17 23:00:00+00:00,1.0,0.0,3,considerable,Schigebiet Pengelstein - Saukasergraben,12.354125999999999,47.384440000000005,232,18
96,6845,1996-02-17 23:00:00+00:00,0.0,1.0,3,considerable,Rofangebirge - Seekarlspitze,12.165002000000001,47.560002000000004,232,17
97,6844,1996-02-17 23:00:00+00:00,0.0,1.0,3,considerable,"Rendl, Gampberg - Oberer Gstansboden",10.535009,47.270009,232,16
98,6843,1996-02-17 23:00:00+00:00,0.0,3.0,3,considerable,Paggentobel - Maienwasen,10.535008,47.270008000000004,232,15
99,6847,1996-02-17 23:00:00+00:00,0.0,0.0,0,not assigned,Schöngraben - ,10.53501,47.27001,232,19
100,6842,1996-02-17 23:00:00+00:00,0.0,1.0,3,considerable,Moostal - Rossfall - Riffl,10.535007,47.270007,232,14
101,6841,1996-02-17 23:00:00+00:00,0.0,0.0,0,not assigned,Lavens-Schlepplift - Komperdell,10.385010000000001,46.99501,232,13
102,6840,1996-02-17 23:00:00+00:00,0.0,0.0,0,not assigned,Kapallschrofen - ,10.535006,47.270006,232,12
103,6838,1996-02-17 23:00:00+00:00,1.0,0.0,3,considerable,Gauxalm - Aubachgraben,12.377436999999999,47.340759999999996,232,11
104,6839,1996-02-17 23:00:00+00:00,0.0,0.0,0,not assigned,Jungbrunntobel - ,10.535005,47.270005,232,8
105,6849,1996-02-18 23:00:00+00:00,0.0,0.0,0,not assigned,Hahnenkamm - Höfener Alm,10.535011,47.270011,233,4
106,6850,1996-02-18 23:00:00+00:00,0.0,0.0,0,not assigned,Rastkopf - ,10.535012,47.270012,233,5
107,6851,1996-02-22 23:00:00+00:00,0.0,0.0,0,not assigned,Brechhorn - Spertental,12.240003999999999,47.390004,237,5
108,6852,1996-02-23 23:00:00+00:00,0.0,0.0,0,not assigned,Hintere Karlesspitze - Kühtai,11.005013,47.115013,238,3
109,6853,1996-02-24 23:00:00+00:00,0.0,0.0,0,not assigned,Innerberger Felderkogel - Gipfelregion,11.005014,47.115014,239,10
110,6854,1996-03-01 23:00:00+00:00,0.0,1.0,3,considerable,Zwölferköpfl - Ochsengarten,11.005015,47.115015,244,3
111,6855,1996-03-04 23:00:00+00:00,1.0,0.0,2,moderate,Mesnerhöhe - Richtung Roßkarlacke,12.512058,47.402685,247,5
112,6856,1996-03-05 23:00:00+00:00,0.0,0.0,0,not assigned,Schwarzkogel - ,12.240005,47.390005,248,1
113,6857,1996-03-07 23:00:00+00:00,1.0,0.0,3,considerable,Isskogel - Richtberg - ,11.987922,47.235221,250,1
114,6858,1996-03-08 23:00:00+00:00,1.0,0.0,3,considerable,Kitzbühler Horn - Raintal,12.443206,47.468610999999996,251,6
115,6859,1996-03-16 23:00:00+00:00,0.0,0.0,0,not assigned,Spieleck-Kogel - ,12.240006,47.390006,259,3
116,6861,1996-03-23 23:00:00+00:00,0.0,0.0,0,not assigned,Hintertuxere Gletscher - Lärmstange,11.810006,47.105006,266,3
117,6860,1996-03-23 23:00:00+00:00,0.0,1.0,3,considerable,Geierköpfe - Ammerwald,10.535013000000001,47.270013,266,2
118,6862,1996-03-24 23:00:00+00:00,0.0,8.0,3,considerable,Ötztaler Gletscherstraße - Gebiet Rettenbachalm,10.985012,46.930012,267,8
119,6863,1996-03-25 23:00:00+00:00,1.0,0.0,3,considerable,Gaislachkogel - Gratl,10.972947999999999,46.953687,268,5
120,6864,1996-03-29 23:00:00+00:00,1.0,0.0,3,considerable,Staumauer Finstertal - Kühtai,11.021517999999999,47.199395,272,2
121,6865,1996-04-02 22:00:00+00:00,3.0,0.0,3,considerable,Murkarspitze - ,11.036264,47.0259,276,6
122,6866,1996-04-04 22:00:00+00:00,0.0,0.0,0,not assigned,Hahnenkamm - Steinberkogel,12.240007,47.390007000000004,278,1
123,6867,1996-04-04 22:00:00+00:00,1.0,0.0,3,considerable,Vallugaspitze - ,10.212357,47.159558000000004,278,2
124,6868,1996-04-05 22:00:00+00:00,0.0,1.0,3,considerable,Reitherspitze - Westflanke,11.260006,47.395006,279,1
125,6869,1996-04-08 22:00:00+00:00,0.0,2.0,3,considerable,Wildkopf - Podsdammer Hütte,11.005016,47.115016,282,1
126,6870,1996-04-11 22:00:00+00:00,0.0,1.0,3,considerable,Innere Schwarze Schneid - Bereich Karlelskogel,10.985013,46.930013,285,3
127,6874,1996-04-13 22:00:00+00:00,0.0,2.0,3,considerable,Wörgetalsattel - ,11.005018,47.115018,287,5
128,6873,1996-04-13 22:00:00+00:00,0.0,0.0,0,not assigned,Wetterkreuz - Wörgetal / Kühtai,11.005017,47.115017,287,4
129,6872,1996-04-13 22:00:00+00:00,0.0,0.0,0,not assigned,Kleiner Kaserer - Hintertux,11.810007,47.105007,287,3
130,6871,1996-04-13 22:00:00+00:00,0.0,0.0,0,not assigned,Hinterer Brunnkogel - Pitztaler Gletscher,10.985014,46.930014,287,2
131,6875,1996-04-15 22:00:00+00:00,0.0,0.0,0,not assigned,Schöntalspitze - ,11.005019,47.115019000000004,289,1
132,6877,1996-04-20 22:00:00+00:00,0.0,0.0,0,not assigned,Pitz Rots - ,10.385012,46.995012,294,2
133,6876,1996-04-20 22:00:00+00:00,0.0,0.0,0,not assigned,Greitspitze - Höllenkar,10.385011,46.995011,294,1
134,6878,1996-04-21 22:00:00+00:00,0.0,0.0,0,not assigned,Östl. Knotenspitze - Ülesgrat/ Franz-Senn-Hüte,10.385013,46.995013,295,2
135,6879,1996-05-03 22:00:00+00:00,0.0,0.0,0,not assigned,Daunferner - ,10.985014999999999,46.930015000000004,307,1
136,6880,1996-09-13 22:00:00+00:00,0.0,0.0,0,not assigned,Hinterer Brunnenkogel - Pitztaler Gletscher,10.985016,46.930015999999995,75,1
137,6881,1996-10-04 22:00:00+00:00,0.0,0.0,0,not assigned,Innere Schwarze Schneid - Rettenbachferner,10.985017,46.930017,96,1
138,6882,1996-10-24 22:00:00+00:00,0.0,0.0,0,not assigned,Hinterer Brunnenkogel - Pitztaler Gletscher,10.985018,46.930018,116,1
139,6884,1996-11-17 23:00:00+00:00,0.0,0.0,0,not assigned,Vorderer Brunnenkogel - Pitztaler Schigebiet,10.98502,46.93002,140,2
140,6883,1996-11-17 23:00:00+00:00,0.0,0.0,0,not assigned,Gaislachkogel - Gratlift,10.985019,46.930019,140,1
141,6885,1996-11-18 23:00:00+00:00,1.0,0.0,0,not assigned,Wilde Grube - Stubaier Gletscher,11.128255000000001,47.004181,141,1
142,6886,1996-11-29 23:00:00+00:00,0.0,1.0,0,not assigned,Tuxerjochhaus - Hintertux,11.810008,47.105008000000005,152,1
143,6887,1996-12-04 23:00:00+00:00,0.0,1.0,3,considerable,Höllenspitze - Skigebiet Ischgl,10.385014,46.995014000000005,157,1
144,6888,1996-12-27 23:00:00+00:00,0.0,0.0,0,not assigned,Gaißkogel - Haggen,11.00502,47.11502,180,3
145,6889,1997-01-05 23:00:00+00:00,0.0,1.0,2,moderate,Roßlaufspitze - Tuxer Voralpen,11.645008,47.235008,189,9
146,6890,1997-01-10 23:00:00+00:00,1.0,0.0,2,moderate,Schustertal - ,12.455503,46.689852,194,4
147,6891,1997-02-07 23:00:00+00:00,0.0,0.0,0,not assigned,Bereich Albona - ,10.535014,47.270014,222,3
148,6892,1997-02-15 23:00:00+00:00,0.0,0.0,0,not assigned,Drei Seen Bahn - Kühtai,11.005021000000001,47.115021,230,3
149,6893,1997-02-15 23:00:00+00:00,0.0,0.0,0,not assigned,Gampberg - Rendl,10.535015,47.270015,230,4
150,6894,1997-02-16 23:00:00+00:00,1.0,0.0,3,considerable,Gaislachkogel - Heidebahn,10.982617999999999,46.944519,231,3
151,6895,1997-02-17 23:00:00+00:00,4.0,0.0,3,considerable,Luxnacher Sattel - ,10.451125,47.31565,232,21
152,6896,1997-02-18 23:00:00+00:00,0.0,0.0,0,not assigned,Gebiet Franz Senn Hütte - Sommerwand,11.005022,47.115021999999996,233,6
153,6898,1997-02-18 23:00:00+00:00,0.0,0.0,0,not assigned,Riffelseegebiet - Pitztaler Gletscher,10.985021000000001,46.930021,233,8
154,6897,1997-02-18 23:00:00+00:00,0.0,0.0,0,not assigned,Hinteres Rendlgebiet - ,10.535016,47.270016,233,7
155,6899,1997-02-20 23:00:00+00:00,1.0,1.0,3,considerable,Albonagrat - Maroital,10.173855,47.114309999999996,235,5
156,6900,1997-02-20 23:00:00+00:00,0.0,1.0,3,considerable,Gaislachkogel Bergstation - Sölden,10.985022,46.930021999999994,235,6
157,6901,1997-02-21 23:00:00+00:00,0.0,0.0,0,not assigned,Unterh. der Gaislachk.-Bergstation - Stabelebahn,10.985023,46.930023,236,6
158,6904,1997-02-22 23:00:00+00:00,0.0,0.0,0,not assigned,Neunerkopf - Finstertal/Kühtai,11.005023,47.115023,237,8
159,6902,1997-02-22 23:00:00+00:00,0.0,0.0,0,not assigned,Gamskopf - ,12.240008,47.390008,237,6
160,6903,1997-02-22 23:00:00+00:00,0.0,0.0,0,not assigned,Lappachalm - ,12.430003999999998,47.025003999999996,237,7
161,6905,1997-02-23 23:00:00+00:00,0.0,0.0,0,not assigned,Gampberg - Rendlgebiet,10.535017,47.270016999999996,238,4
162,6906,1997-02-25 23:00:00+00:00,1.0,0.0,3,considerable,Jamtalferner - Südl. der Jamtalhütte,10.166585000000001,46.875724,240,2
163,6907,1997-02-27 23:00:00+00:00,1.0,0.0,3,considerable,Gaisbergsattel - ,12.470447,47.426117,242,1
164,6908,1997-02-27 23:00:00+00:00,1.0,1.0,3,considerable,Schöberspitzen - Wildlahnertal,11.619433,47.080146,242,2
165,6909,1997-03-01 23:00:00+00:00,0.0,0.0,0,not assigned,Glungezer - Frauental,11.645009,47.235009000000005,244,4
166,6910,1997-03-02 23:00:00+00:00,0.0,0.0,0,not assigned,Nordseite des Schatzbergs - ,12.240008999999999,47.390009,245,2
167,6911,1997-03-07 23:00:00+00:00,0.0,0.0,0,not assigned,Unterh. Breslauerhütte - Vent,10.985024000000001,46.930023999999996,250,2
168,6912,1997-03-08 23:00:00+00:00,0.0,0.0,0,not assigned,Wildlahnergrat - Olperergebiet,11.810008999999999,47.105009,251,7
169,6913,1997-03-10 23:00:00+00:00,0.0,1.0,2,moderate,Rote Karle - Gaislachkogel,10.985025,46.930025,253,3
170,6914,1997-03-22 23:00:00+00:00,1.0,0.0,2,moderate,Wiedersberger Horn - Hornrinne,11.922298,47.361468,265,4
171,6915,1997-03-23 23:00:00+00:00,1.0,0.0,2,moderate,Reitherspitze - Bereich Reitherkar,11.235118,47.327585,266,4
172,6916,1997-03-24 23:00:00+00:00,0.0,2.0,3,considerable,Rotgrubenspitze - Gipfelbereich,11.005024,47.115024,267,9
173,6917,1997-03-25 23:00:00+00:00,0.0,1.0,3,considerable,Klammspitze - Wattener Lizum,11.645010000000001,47.235009999999996,268,6
174,6918,1997-03-30 22:00:00+00:00,0.0,0.0,0,not assigned,Gaislacher Rinne - Gaislachkogel,10.985026,46.930026,273,5
175,6919,1997-03-31 22:00:00+00:00,0.0,0.0,0,not assigned,Tirolerscharte - Jamtal,10.385015,46.995015,274,2
176,6920,1997-04-09 22:00:00+00:00,1.0,0.0,3,considerable,Marchreisenspitze - Axamer Lizum,11.309203,47.174555,283,1
177,6921,1997-05-02 22:00:00+00:00,1.0,0.0,2,moderate,Gamskogel - Senderstal,11.260729,47.14385,306,1
178,6922,1997-06-07 22:00:00+00:00,0.0,1.0,0,not assigned,Steinerne Rinne - Wilder Kaiser,12.165003,47.560003,342,2
179,6923,1997-07-30 22:00:00+00:00,0.0,1.0,0,not assigned,Watze Spitze - Pitztal ,10.985027,46.930027,30,1
180,6924,1997-10-17 22:00:00+00:00,0.0,1.0,0,not assigned,Gruttenklamml - Wilder Kaiser,12.165004,47.560004,109,1
181,6925,1997-12-19 23:00:00+00:00,0.0,1.0,3,considerable,Kastengrat - Roter Kogel - Fotschertal,11.005025,47.115025,172,1
182,6926,1997-12-20 23:00:00+00:00,0.0,0.0,0,not assigned,Festkogel - Obergurgl,10.985028,46.930028,173,1
183,6927,1997-12-24 23:00:00+00:00,0.0,1.0,3,considerable,Rippenspitze - Windbühel,11.645011,47.235011,177,3
184,6928,1997-12-29 23:00:00+00:00,1.0,0.0,3,considerable,Wasserkar - Gaislachkogel,10.969702,46.941741,182,5
185,6929,1997-12-31 23:00:00+00:00,1.0,0.0,2,moderate,Schafseitenspitze - ,11.554925,47.103552,184,2
186,6930,1998-01-23 23:00:00+00:00,0.0,1.0,0,not assigned,Minigolfanlage - Ischgl,10.385016,46.995016,207,2
187,6931,1998-02-15 23:00:00+00:00,0.0,0.0,0,not assigned,Taschachalm - Riffelsee Schigebiet,10.985028999999999,46.930029,230,5
188,6932,1998-03-03 23:00:00+00:00,0.0,0.0,0,not assigned,Ambergerhütte - ,11.005025999999999,47.115026,246,5
189,6933,1998-03-17 23:00:00+00:00,0.0,0.0,0,not assigned,Hinterer Brunnenkogel - Pitztaler Gletscher,10.98503,46.93003,260,1
190,6934,1998-03-18 23:00:00+00:00,2.0,0.0,3,considerable,Ködnitztal - Nähe Stüdlhütte,12.684532,47.053638,261,4
191,6935,1998-03-20 23:00:00+00:00,0.0,0.0,0,not assigned,Seegrube - Diretissima,11.260007,47.395007,263,2
192,6936,1998-03-21 23:00:00+00:00,0.0,0.0,0,not assigned,Gaislachkogel - Rettenbachtal,10.985031,46.930031,264,2
193,6937,1998-03-23 23:00:00+00:00,0.0,1.0,3,considerable,Nörderscharte - Kaunertaler Gletscher,10.985032,46.930032000000004,266,5
194,6938,1998-03-24 23:00:00+00:00,1.0,0.0,3,considerable,Wildseespitze - Grießbergalm,11.570317,46.993121,267,10
195,6939,1998-03-26 23:00:00+00:00,0.0,0.0,0,not assigned,Hundskopf - Gaislachkogel,10.985033,46.930033,269,1
196,6940,1998-03-28 23:00:00+00:00,0.0,0.0,0,not assigned,Gurgler Heide - Obergurgl,10.985033999999999,46.930034,271,1
197,6941,1998-04-02 22:00:00+00:00,0.0,0.0,0,not assigned,Rettenbachtal - ,10.985035,46.930035,276,7
198,6942,1998-04-06 22:00:00+00:00,0.0,1.0,2,moderate,Glockturm - Krummgampental/ Kaunert. Gletsch.,10.985036000000001,46.930036,280,1
199,6943,1998-04-07 22:00:00+00:00,0.0,0.0,0,not assigned,Rotmoosferner - Bereich der Brüche / Obergurgl,10.985037,46.930037,281,2
200,6944,1998-04-09 22:00:00+00:00,0.0,1.0,2,moderate,Stubaier Gletscher - Schiroute Nr. 14,10.985038000000001,46.930038,283,2
201,6945,1998-04-25 22:00:00+00:00,0.0,1.0,3,considerable,Ellmauer Tor - Unterhalb Bügeleisen,12.165005,47.560005,299,1
202,6946,1998-04-29 22:00:00+00:00,0.0,0.0,0,not assigned,Stubaier Gletscher - Beim 4-er Sessellift,10.985039,46.930039,303,1
203,6947,1998-04-29 22:00:00+00:00,0.0,1.0,4,high,Stubaier Gletscher - Rotadl (ehem. Piste Eisnase),10.98504,46.930040000000005,303,2
